Environment Id,Observation Space,Action Space,Reward Range,tStepL,Trials,rThresh,Action Meanings
gym-core.BerzerkDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb2e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6668>,"(-inf, inf)",75000,100,None,N/A
flashgames.DetectiveConrad-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fe10>,"(-inf, inf)",20000,100,None,N/A
gym-core.GravitarDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74a8>,"(-inf, inf)",75000,100,None,N/A
flashgames.Clusterobot-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd518>,"(-inf, inf)",20000,100,None,N/A
gym-core.NameThisGameSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f160>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f048>,"(-inf, inf)",100000,100,None,N/A
flashgames.CrystalStoryIi-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c7055f8>,"(-inf, inf)",20000,100,None,N/A
gym-core.Skiing30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66ab00>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a748>,"(-inf, inf)",100000,100,None,N/A
gym-core.AsteroidsDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fd30>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f160>,"(-inf, inf)",75000,100,None,N/A
flashgames.Sieger2LevelPack-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c74e0>,"(-inf, inf)",20000,100,None,N/A
flashgames.HeatRushUsaLvl12-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fd30>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65ff28>,"(-inf, inf)",20000,100,None,N/A
flashgames.NeonRace2Lvl11-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b78d0>,"(-inf, inf)",20000,100,None,N/A
flashgames.WolfSpiderJigsawPuzzle-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6208>,"(-inf, inf)",20000,100,None,N/A
flashgames.WindowShooter-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fac8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f080>,"(-inf, inf)",20000,100,None,N/A
flashgames.FreakyRun-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677080>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677240>,"(-inf, inf)",20000,100,None,N/A
gym-core.SolarisSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f7f0>,"(-inf, inf)",100000,100,None,N/A
gym-core.GravitarNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661eb8>,"(-inf, inf)",400000,100,None,N/A
wob.mini.ClickPie-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677a90>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f278>,"(-inf, inf)",10000000,100,None,N/A
flashgames.AdrenalineChaser-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb2e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd978>,"(-inf, inf)",20000,100,None,N/A
flashgames.HungryPiranha-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f208>,"(-inf, inf)",20000,100,None,N/A
gym-core.AtlantisSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7dd8>,"(-inf, inf)",100000,100,None,N/A
gym-core.UpNDownSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677438>,"(-inf, inf)",100000,100,None,N/A
flashgames.Cooliodj-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7320>,"(-inf, inf)",20000,100,None,N/A
flashgames.IsoblockerMaster-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f82b64df6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6a20>,"(-inf, inf)",20000,100,None,N/A
flashgames.ShortCircuit-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677d68>,"(-inf, inf)",20000,100,None,N/A
flashgames.3dTestDrive-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f358>,"(-inf, inf)",20000,100,None,N/A
flashgames.RabbitPlanetEscape-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661b00>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677d68>,"(-inf, inf)",20000,100,None,N/A
gym-core.CentipedeDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a470>,"(-inf, inf)",100000,100,None,N/A
flashgames.PurifyTheLegendOfZ-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677240>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677160>,"(-inf, inf)",20000,100,None,N/A
flashgames.OfficeTrap-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bda90>,"(-inf, inf)",20000,100,None,N/A
flashgames.AmericanRacingLvl25-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705e80>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6779e8>,"(-inf, inf)",20000,100,None,N/A
gym-core.KangarooSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7a58>,"(-inf, inf)",100000,100,None,N/A
flashgames.HeliVsTower-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c7055f8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677c18>,"(-inf, inf)",20000,100,None,N/A
flashgames.LilyFighters-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e48>,"(-inf, inf)",20000,100,None,N/A
flashgames.BurgerBar-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fa58>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f128>,"(-inf, inf)",20000,100,None,N/A
flashgames.ElClassico-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a198>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a1d0>,"(-inf, inf)",20000,100,None,N/A
wob.real.Signup-18-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f28>,"(-inf, inf)",10000000,100,None,N/A
flashgames.FindTheCandy3Kids-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c72e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c72b0>,"(-inf, inf)",20000,100,None,N/A
gym-core.MontezumaRevenge30FPS-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd710>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bdb70>,"(-inf, inf)",100000,100,None,N/A
flashgames.UdderChaos-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f978>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fd30>,"(-inf, inf)",20000,100,None,N/A
flashgames.AmericanRacingLvl15-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f60>,"(-inf, inf)",20000,100,None,N/A
flashgames.NeonRaceLvl4-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd208>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bdb70>,"(-inf, inf)",20000,100,None,N/A
gym-core.UpNDownDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705dd8>,"(-inf, inf)",100000,100,None,N/A
gym-core.JourneyEscapeNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74e0>,"(-inf, inf)",400000,100,None,N/A
gym-core.Boxing30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bdb38>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd780>,"(-inf, inf)",100000,100,None,N/A
flashgames.TableTennisChallenge-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677668>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677518>,"(-inf, inf)",20000,100,None,N/A
gym-core.DoubleDunkNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd898>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd4a8>,"(-inf, inf)",400000,100,None,N/A
flashgames.CoasterCars2Contact-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661e80>,"(-inf, inf)",20000,100,None,N/A
gym-core.BerzerkDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bda90>,"(-inf, inf)",75000,100,None,N/A
flashgames.Snake-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65ff28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f978>,"(-inf, inf)",20000,100,None,N/A
flashgames.MysteriousPirateJewels-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c76a0>,"(-inf, inf)",20000,100,None,N/A
flashgames.EatToWin-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd4e0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bda90>,"(-inf, inf)",20000,100,None,N/A
flashgames.Connect2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6f28>,"(-inf, inf)",20000,100,None,N/A
flashgames.TractorTrial-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a080>,"(-inf, inf)",20000,100,None,N/A
flashgames.SuperXtreme5MinuteShootEmUp-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd278>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bda58>,"(-inf, inf)",20000,100,None,N/A
gym-core.DemonAttack30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74a8>,"(-inf, inf)",100000,100,None,N/A
gym-core.ChopperCommand30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd278>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd438>,"(-inf, inf)",100000,100,None,N/A
gym-core.TimePilotSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677400>,"(-inf, inf)",100000,100,None,N/A
flashgames.PowerSwing-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd278>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bda58>,"(-inf, inf)",20000,100,None,N/A
flashgames.CattlepultPlayerPack-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7eb8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7c18>,"(-inf, inf)",20000,100,None,N/A
flashgames.3dClassicRacing-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c72e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bde10>,"(-inf, inf)",20000,100,None,N/A
gym-core.CarnivalSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a8d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a748>,"(-inf, inf)",100000,100,None,N/A
flashgames.PuzzleMonsters-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7dd8>,"(-inf, inf)",20000,100,None,N/A
flashgames.DolphinVolleyball-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b67b8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6898>,"(-inf, inf)",20000,100,None,N/A
gym-core.Robotank-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7ba8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7c50>,"(-inf, inf)",100000,100,None,N/A
gym-core.RoadRunnerNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661fd0>,"(-inf, inf)",400000,100,None,N/A
flashgames.EvolutionRacingLvl5-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705400>,"(-inf, inf)",20000,100,None,N/A
wob.mini.HighlightText2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c75c0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7860>,"(-inf, inf)",10000000,100,None,N/A
gym-core.RoadRunnerNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f9e8>,"(-inf, inf)",400000,100,None,N/A
flashgames.HungryLittlePenguins-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ae10>,"(-inf, inf)",20000,100,None,N/A
gym-core.SeaquestNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7cf8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7240>,"(-inf, inf)",400000,100,None,N/A
wob.mini.ClickMenu-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705e80>,"(-inf, inf)",10000000,100,None,N/A
wob.real.Signup-13-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7cf8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7320>,"(-inf, inf)",10000000,100,None,N/A
gym-core.CarnivalDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd588>,"(-inf, inf)",100000,100,None,N/A
gym-core.SolarisDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7cf8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7240>,"(-inf, inf)",75000,100,None,N/A
gym-core.BattleZoneSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6d30>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6828>,"(-inf, inf)",100000,100,None,N/A
gym-core.BerzerkSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7390>,"(-inf, inf)",100000,100,None,N/A
gym-core.BeamRiderDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7eb8>,"(-inf, inf)",75000,100,None,N/A
flashgames.BalloonGods-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677358>,"(-inf, inf)",20000,100,None,N/A
wob.real.Quizlet-Mars-Learn-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661ef0>,"(-inf, inf)",10000000,100,None,N/A
flashgames.AcidFactory-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7588>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7ac8>,"(-inf, inf)",20000,100,None,N/A
gym-core.DoubleDunkDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f978>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fd68>,"(-inf, inf)",100000,100,None,N/A
gym-core.JamesbondDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fba8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c70f0>,"(-inf, inf)",75000,100,None,N/A
flashgames.DigToChina-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb2e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c64b0f0>,"(-inf, inf)",20000,100,None,N/A
gym-core.ZaxxonDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fda0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7908>,"(-inf, inf)",75000,100,None,N/A
gym-core.BreakoutDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6898>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b66a0>,"(-inf, inf)",75000,100,None,N/A
flashgames.HeatRushFuture-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705e80>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7e80>,"(-inf, inf)",20000,100,None,N/A
gym-core.VentureDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7dd8>,"(-inf, inf)",100000,100,None,N/A
gym-core.PongDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7710>,"(-inf, inf)",100000,100,None,N/A
gym-core.Frostbite30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a940>,"(-inf, inf)",100000,100,None,N/A
flashgames.3dRallyFever-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705dd8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7908>,"(-inf, inf)",20000,100,None,N/A
flashgames.MatchToEnjoyLevelPack-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f98>,"(-inf, inf)",20000,100,None,N/A
gym-core.Zaxxon-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705e10>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7e80>,"(-inf, inf)",100000,100,None,N/A
gym-core.Asterix30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7ac8>,"(-inf, inf)",100000,100,None,N/A
gym-core.YarsRevengeSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7710>,"(-inf, inf)",100000,100,None,N/A
flashgames.TtRacer-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd400>,"(-inf, inf)",20000,100,None,N/A
flashgames.AlchemySwap-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705e80>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7908>,"(-inf, inf)",20000,100,None,N/A
gym-core.BowlingSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705e80>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b65c0>,"(-inf, inf)",100000,100,None,N/A
flashgames.Gloom-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6748>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f320>,"(-inf, inf)",20000,100,None,N/A
gym-core.KangarooNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661b00>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a320>,"(-inf, inf)",400000,100,None,N/A
flashgames.IceSlide-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7080>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677d68>,"(-inf, inf)",20000,100,None,N/A
gym-core.BankHeistDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6358>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6748>,"(-inf, inf)",75000,100,None,N/A
gym-core.PitfallDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7710>,"(-inf, inf)",75000,100,None,N/A
wob.mini.SimonSays-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6358>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6470>,"(-inf, inf)",10000000,100,None,N/A
gym-core.RobotankDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705c88>,"(-inf, inf)",75000,100,None,N/A
flashgames.JumpOverTheRings-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd898>,"(-inf, inf)",20000,100,None,N/A
flashgames.AlienTransporter-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6cc0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6208>,"(-inf, inf)",20000,100,None,N/A
flashgames.SuperAdventurePalsBattleArena-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f82b64df6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661e48>,"(-inf, inf)",20000,100,None,N/A
flashgames.SantaSituation-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6cc0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6400>,"(-inf, inf)",20000,100,None,N/A
flashgames.ChuteAcademy-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7208>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b79e8>,"(-inf, inf)",20000,100,None,N/A
gym-core.CartPoleLowD-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7390>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6940>,"(-inf, inf)",500,2,None,N/A
gym-core.AssaultDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a320>,"(-inf, inf)",75000,100,None,N/A
flashgames.JamesThePirateZebra-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f588>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f4a8>,"(-inf, inf)",20000,100,None,N/A
gym-core.TutankhamNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7710>,"(-inf, inf)",400000,100,None,N/A
flashgames.SwampTreck-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f82b64df6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd9b0>,"(-inf, inf)",20000,100,None,N/A
flashgames.Sheepster-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74a8>,"(-inf, inf)",20000,100,None,N/A
flashgames.MineHero-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c652908>,"(-inf, inf)",20000,100,None,N/A
flashgames.Business-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7eb8>,"(-inf, inf)",20000,100,None,N/A
gym-core.WizardOfWorSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677e80>,"(-inf, inf)",100000,100,None,N/A
